100
0,1,1
1,0,1
0,10,1
10,0,1
1,2,1
2,1,1
1,0,1
0,1,1
1,11,1
11,1,1
2,3,1
3,2,1
2,1,1
1,2,1
2,12,1
12,2,1
3,4,1
4,3,1
3,2,1
2,3,1
3,13,1
13,3,1
4,5,1
5,4,1
4,3,1
3,4,1
4,14,1
14,4,1
5,6,1
6,5,1
5,4,1
4,5,1
5,15,1
15,5,1
6,7,1
7,6,1
6,5,1
5,6,1
6,16,1
16,6,1
7,8,1
8,7,1
7,6,1
6,7,1
7,17,1
17,7,1
8,9,1
9,8,1
8,7,1
7,8,1
8,18,1
18,8,1
9,8,1
8,9,1
10,11,1
11,10,1
10,0,1
0,10,1
10,20,1
20,10,1
11,12,1
12,11,1
11,10,1
10,11,1
11,1,1
1,11,1
11,21,1
21,11,1
12,13,1
13,12,1
12,11,1
11,12,1
12,2,1
2,12,1
12,22,1
22,12,1
13,14,1
14,13,1
13,12,1
12,13,1
13,3,1
3,13,1
13,23,1
23,13,1
14,15,1
15,14,1
14,13,1
13,14,1
14,4,1
4,14,1
14,24,1
24,14,1
15,16,1
16,15,1
15,14,1
14,15,1
15,5,1
5,15,1
15,25,1
25,15,1
16,17,1
17,16,1
16,15,1
15,16,1
16,6,1
6,16,1
16,26,1
26,16,1
17,18,1
18,17,1
17,16,1
16,17,1
17,7,1
7,17,1
17,27,1
27,17,1
18,19,1
19,18,1
18,17,1
17,18,1
18,8,1
8,18,1
18,28,1
28,18,1
19,18,1
18,19,1
19,9,1
9,19,1
20,21,1
21,20,1
20,10,1
10,20,1
20,30,1
30,20,1
21,22,1
22,21,1
21,20,1
20,21,1
21,11,1
11,21,1
21,31,1
31,21,1
22,23,1
23,22,1
22,21,1
21,22,1
22,12,1
12,22,1
22,32,1
32,22,1
23,24,1
24,23,1
23,22,1
22,23,1
23,13,1
13,23,1
23,33,1
33,23,1
24,25,1
25,24,1
24,23,1
23,24,1
24,14,1
14,24,1
24,34,1
34,24,1
25,26,1
26,25,1
25,24,1
24,25,1
25,15,1
15,25,1
25,35,1
35,25,1
26,27,1
27,26,1
26,25,1
25,26,1
26,16,1
16,26,1
26,36,1
36,26,1
27,28,1
28,27,1
27,26,1
26,27,1
27,17,1
17,27,1
27,37,1
37,27,1
28,29,1
29,28,1
28,27,1
27,28,1
28,18,1
18,28,1
28,38,1
38,28,1
29,28,1
28,29,1
29,19,1
19,29,1
30,31,1
31,30,1
30,20,1
20,30,1
30,40,1
40,30,1
31,32,1
32,31,1
31,30,1
30,31,1
31,21,1
21,31,1
31,41,1
41,31,1
32,33,1
33,32,1
32,31,1
31,32,1
32,22,1
22,32,1
32,42,1
42,32,1
33,34,1
34,33,1
33,32,1
32,33,1
33,23,1
23,33,1
33,43,1
43,33,1
34,35,1
35,34,1
34,33,1
33,34,1
34,24,1
24,34,1
34,44,1
44,34,1
35,36,1
36,35,1
35,34,1
34,35,1
35,25,1
25,35,1
35,45,1
45,35,1
36,37,1
37,36,1
36,35,1
35,36,1
36,26,1
26,36,1
36,46,1
46,36,1
37,38,1
38,37,1
37,36,1
36,37,1
37,27,1
27,37,1
37,47,1
47,37,1
38,39,1
39,38,1
38,37,1
37,38,1
38,28,1
28,38,1
38,48,1
48,38,1
39,38,1
38,39,1
39,29,1
29,39,1
40,41,1
41,40,1
40,30,1
30,40,1
40,50,1
50,40,1
41,42,1
42,41,1
41,40,1
40,41,1
41,31,1
31,41,1
41,51,1
51,41,1
42,43,1
43,42,1
42,41,1
41,42,1
42,32,1
32,42,1
42,52,1
52,42,1
43,44,1
44,43,1
43,42,1
42,43,1
43,33,1
33,43,1
43,53,1
53,43,1
44,45,1
45,44,1
44,43,1
43,44,1
44,34,1
34,44,1
44,54,1
54,44,1
45,46,1
46,45,1
45,44,1
44,45,1
45,35,1
35,45,1
45,55,1
55,45,1
46,47,1
47,46,1
46,45,1
45,46,1
46,36,1
36,46,1
46,56,1
56,46,1
47,48,1
48,47,1
47,46,1
46,47,1
47,37,1
37,47,1
47,57,1
57,47,1
48,49,1
49,48,1
48,47,1
47,48,1
48,38,1
38,48,1
48,58,1
58,48,1
49,48,1
48,49,1
49,39,1
39,49,1
50,51,1
51,50,1
50,40,1
40,50,1
50,60,1
60,50,1
51,52,1
52,51,1
51,50,1
50,51,1
51,41,1
41,51,1
51,61,1
61,51,1
52,53,1
53,52,1
52,51,1
51,52,1
52,42,1
42,52,1
52,62,1
62,52,1
53,54,1
54,53,1
53,52,1
52,53,1
53,43,1
43,53,1
53,63,1
63,53,1
54,55,1
55,54,1
54,53,1
53,54,1
54,44,1
44,54,1
54,64,1
64,54,1
55,56,1
56,55,1
55,54,1
54,55,1
55,45,1
45,55,1
55,65,1
65,55,1
56,57,1
57,56,1
56,55,1
55,56,1
56,46,1
46,56,1
56,66,1
66,56,1
57,58,1
58,57,1
57,56,1
56,57,1
57,47,1
47,57,1
57,67,1
67,57,1
58,59,1
59,58,1
58,57,1
57,58,1
58,48,1
48,58,1
58,68,1
68,58,1
59,58,1
58,59,1
59,49,1
49,59,1
60,61,1
61,60,1
60,50,1
50,60,1
60,70,1
70,60,1
61,62,1
62,61,1
61,60,1
60,61,1
61,51,1
51,61,1
61,71,1
71,61,1
62,63,1
63,62,1
62,61,1
61,62,1
62,52,1
52,62,1
62,72,1
72,62,1
63,64,1
64,63,1
63,62,1
62,63,1
63,53,1
53,63,1
63,73,1
73,63,1
64,65,1
65,64,1
64,63,1
63,64,1
64,54,1
54,64,1
64,74,1
74,64,1
65,66,1
66,65,1
65,64,1
64,65,1
65,55,1
55,65,1
65,75,1
75,65,1
66,67,1
67,66,1
66,65,1
65,66,1
66,56,1
56,66,1
66,76,1
76,66,1
67,68,1
68,67,1
67,66,1
66,67,1
67,57,1
57,67,1
67,77,1
77,67,1
68,69,1
69,68,1
68,67,1
67,68,1
68,58,1
58,68,1
68,78,1
78,68,1
69,68,1
68,69,1
69,59,1
59,69,1
70,71,1
71,70,1
70,60,1
60,70,1
70,80,1
80,70,1
71,72,1
72,71,1
71,70,1
70,71,1
71,61,1
61,71,1
71,81,1
81,71,1
72,73,1
73,72,1
72,71,1
71,72,1
72,62,1
62,72,1
72,82,1
82,72,1
73,74,1
74,73,1
73,72,1
72,73,1
73,63,1
63,73,1
73,83,1
83,73,1
74,75,1
75,74,1
74,73,1
73,74,1
74,64,1
64,74,1
74,84,1
84,74,1
75,76,1
76,75,1
75,74,1
74,75,1
75,65,1
65,75,1
75,85,1
85,75,1
76,77,1
77,76,1
76,75,1
75,76,1
76,66,1
66,76,1
76,86,1
86,76,1
77,78,1
78,77,1
77,76,1
76,77,1
77,67,1
67,77,1
77,87,1
87,77,1
78,79,1
79,78,1
78,77,1
77,78,1
78,68,1
68,78,1
78,88,1
88,78,1
79,78,1
78,79,1
79,69,1
69,79,1
80,81,1
81,80,1
80,70,1
70,80,1
80,90,1
90,80,1
81,82,1
82,81,1
81,80,1
80,81,1
81,71,1
71,81,1
81,91,1
91,81,1
82,83,1
83,82,1
82,81,1
81,82,1
82,72,1
72,82,1
82,92,1
92,82,1
83,84,1
84,83,1
83,82,1
82,83,1
